full_text,tweet_processed,sentimen_label,sentimen
Kuliah tak menjamin mahasiswa pintar bisa juga makin bodoh ini buktinya. Giliran di ajak liat langsung lahan di papua ga mau..takut sendiri Dari sini gw makin yakin bahwa MBG memang sangat di erplukan rakyat indonesia supaya apa ? supaya tidak gagal paham bisa baca https://t.co/T6PYk2Zv4D,kuliah tak jamin mahasiswa pintar makin bodoh bukti gilir ajak liat langsung lahan papua mau takut sendiri sini makin yakin mbg memang sangat erplukan rakyat indonesia apa gagal paham baca,-1,negatif
@ardisatriawan Nanti ada yg ketangkep bru koar2 mau memgkaji ulang. Sebelumnya pada kemana aja?udah banyak ortu siswa yg ngomong ke guru klo mrk ga mau anaknya terima MBG. kok ttp aja dipaksa terima?bhkan sekolah sampai dikasih peringatan klo ga ikut prog MBG bkalan ada konsekuensinya.,ketangkep bru koar mau memgkaji ulang belum banyak ortu siswa ngomong guru kalau mrk mau anak terima mbg kok ttp paksa terima bhkan sekolah kasih ingat kalau ikut prog mbg bkalan konsekuensi,-1,negatif
@yappingfess Jawab : Dari semua perjalanan cuma SATU kali dia bawa bisnis bernilai 4 M padahal klo DITOTAL biaya dia aja udh LEBIH DRI 4 M. Itu juga 4M bukan cash ya tpi kesepakatan bisnis yg MUNGKIN untung 4 M alias msih ada RESIKO RUGI. DATA &amp; FAKTA MBG RUGI apalagi bisnis gk jelas ini??,jawab semua jalan cuma satu kali bawa bisnis nila m padahal kalau total biaya lebih dri m m bukan cash tpi sepakat bisnis mungkin untung m alias msih resiko rugi data fakta mbg rugi bisnis jelas,-1,negatif
Isu dana pendidikan (sisa MBG) yang mayoritas justru mengalir ke sekolah kedinasan apa masih relevan ya? Sekolah kedinasan jumlahnya dikit tapi porsi anggarannya relatif lebih besar.,isu dana didik sisa mbg mayoritas justru alir sekolah dinas apa relevan sekolah dinas jumlah dikit porsi anggar relatif lebih besar,0,netral
@Hidupsebagai62 di sekolah sekarang faktanya murid lebih exited menunggu ompreng2 mbg itu nyampe dan guru2 jg jadi tambah sibuk buat nyiapin mukbang anggaran ini kegiatan belajar udh ga menarik lg dong jadinya tambah dongo deh huft.....,sekolah sekarang fakta murid lebih exited tunggu ompreng mbg nyampe guru jadi tambah sibuk buat nyiapin mukbang anggar giat ajar tarik dong jadi tambah dongo deh huft,1,positif
@are_inismyname @sarah_pndjtn @florieliciouss @Kimberley_PS08 @FDonghun @99propaganda @Ndons_Back @BANGSAygSUJUD @IrawanRommi @coldbrew165 @Masdjodi1 Kebijakan itu shrsnya didialogkan sblm diluncurkan jgn udh kacau balau kyk mbg baru teriak2 ngajak diskusi haha,bijak shrsnya dialog sblm luncur jgn kacau balau mbg baru teriak ngajak diskusi haha,-1,negatif
@GunawanPam45076 Senang gue dengar dan ngeliat mahasiswa UGM kek gini... Emang prabowo itu selain dr para menteri pejabat penjilatnya para koruptor karyawan MBG dll tak ada manfaatnya apalagi bg rakyat kecil prabowo hanya menambah beban hidup dg kenaikan harga2 yg menyangkut hajat hidup rakyat,senang dengar ngeliat mahasiswa ugm gin emang prabowo menteri jabat jilat koruptor karyawan mbg tak manfaat bg rakyat kecil prabowo tambah beban hidup dg naik harga sangkut hajat hidup rakyat,-1,negatif
@nyaweat Eum my MBG gwj,eum my mbg gwj,0,netral
@black_k00k33 @business Indonesia should suspend President Prabowo Subianto s signature free meals program stop MBG ? @jakpost @ChannelNewsAsia,indonesia should suspend president prabowo subianto s signature free meals program stop mbg,0,netral
lah iya venti ultah........ my mbg gwhhh TvT hwhwhw udh males bgt login genshin kenapa dah,iya venti ultah my mbg gwhhh tvt hwhwhw males banget login genshin,-1,negatif
Nemu video MBG lucu https://t.co/Iq7itC3yhT,nemu video mbg lucu,1,positif
Ibu aku guru yaa waduh pokoknya BANISH MBG. Buang duit negara buang makanan aka mubazir makanannya gak bergizi kok buang waktu di sekolah karena harus ngurus sebelum n setelah dibagiin MBG dan masih banyaka lainnya capek ngetik,ibu aku guru yaa waduh pokok banish mbg buang duit negara buang makan aka mubazir makan gizi kok buang waktu sekolah ngurus n dibagiin mbg banyaka lain capek ngetik,-1,negatif
DAHULU KALA SEBELUM KORUPSI MBG TERUNGKAP https://t.co/ghNRCpu48C @prabowo presiden : 1. Omon2 2. Halu ,kala korupsi mbg ungkap presiden omon halu,0,netral
jelas jelas mbg tuh makan berGIZI gratis kok bisa ga perlu background ahli gizi? HERANNN GUA MAH. ini bang tyo lagi depat sama orang yapping yaa? ,jelas jelas mbg makan gizi gratis kok perlu background ahli gizi herannn gua bang tyo depat sama orang yapping yaa,-1,negatif
Belum paham alasan memberikan INSENTIF 6jt/hari tiap dapur SPPG. 1 bukti buruknya tata kelola MBG https://t.co/DXZrutGqh7,paham alas beri insentif jt hari tiap dapur sppg bukti buruk tata kelola mbg,-1,negatif
@orpheuskaze Info kalo ada 100 juta nganggur Mau buka dapur mbg,info kalo juta nganggur mau buka dapur mbg,0,netral
Relevansi mbg ke stunting itu ga ada. Orang stunting itu sasarannya adalah anak di bawah usia 5 tahun. Sementara program mbg itu sasarannya kasih makan anak sd-sma ya ga relevan. Makanannya juga ga begitu bergizi food safetynya juga ga ada. What do you expect?,relevansi mbg stunting orang stunting sasar anak bawah usia tahun program mbg sasar kasih makan anak sd sma relevan makan gizi food safetynya what do you expect,1,positif
@tanyakanrl Koruptor mbg sewa mahasiswa untuk demo mbg? Bgtu kah konsepnya? ,koruptor mbg sewa mahasiswa demo mbg bgtu konsep,-1,negatif
@xquitavee Emang kerja negara mek .pengaruh berita Iran vs Amerika damai dan MBG stop sementara dan ada review. Coba teruskan MBG rusak,emang kerja negara mek pengaruh berita iran vs amerika damai mbg stop review coba terus mbg rusak,-1,negatif
@RidhaIntifadha @BudiBukanIntel KPI MBG saya rasa sudah jelas kak berapa orang dari relawan pragib yg mendadak kaya dari program ini. Indikatornya juga sudah sering kita lihat seberapa banyak dari mereka yg joget² di tiktok sambil pamer kekayaan.,kpi mbg rasa jelas kak berapa orang rawan pragib dadak kaya program indikator sering lihat berapa banyak joget tiktok pamer kaya,-1,negatif
@stupidmacchiato @txtdrimedia Setuju kak. Opiniku juga gini. Belum lagi masalah bangunan sekolah dan akses pendidikan. Ada lagi BPJS udh harga obat diperes biar masuk sama alokasi dana pembayaran ke mitra BPJS suka telat alhasil ga sedikit nakes telat terima gaji. Ternyata buat MBG + kopdes bisa diusahakan,tuju kak opini gin masalah bangun sekolah akses didik bpjs harga obat peres biar masuk sama alokasi dana bayar mitra bpjs suka telat alhasil sedikit nakes telat terima gaji nyata buat mbg kopdes usaha,-1,negatif
@stayberrylix makasi mint mbg bintangowennya wkwkwkwk,makas mint mbg bintangowennya wkwkwkwk,0,netral
Baru tahu aku kepanjangan dari SPPG. Pantesan ngeyel banget MBG ga bisa dibubarin. Ternyata.... #SatuanPenjilatPrabowoGibran https://t.co/TsvxornxE1,baru tahu aku panjang sppg pantesan ngeyel banget mbg dibubarin nyata,-1,negatif
@izmehaii Iya weh kenapa slrng mahal ya? Apa karena mbg,iya weh slrng mahal apa mbg,-1,negatif
MBG adalah Program Bisnis Nasional... pada prinsipnya bisnis laaaa... Bisnis Politik berdalih Makan Siang Pelajar Coba jika TIDAK ADA UNTUNG BESAR yakin mereka Parpol TNI POLRI masyarakat mau membangun SPPG ? https://t.co/kIyvbHJGqm,mbg program bisnis nasional prinsip bisnis laaaa bisnis politik dalih makan siang ajar coba untung besar yakin parpol tni polri masyarakat mau bangun sppg,1,positif
Ratusan mahasiswa menggeruduk acara diskusi yang menghadirkan tiga pejabat negara di Joglo Gelanggang Inovasi dan Kreativitas (GIK) UGM Senin (15/6) malam. Adapun aksi itu dilakukan saat forum yang dihadiri Kepala Badan Percepatan Pengentasan Kemiskinan Budiman Sudjatmiko https://t.co/3NR6PX0NlB,ratus mahasiswa menggeruduk acara diskusi hadir tiga jabat negara joglo gelanggang inovasi kreativitas gik ugm senin malam adapun aksi laku forum hadir kepala badan cepat entas miskin budiman sudjatmiko,0,netral
Ya Allah guru dapat 50rb iya 50 ribu rupiah. itupun dipotong BPJS sisanya 15rb gak bisa ditarik ATM. sementara muridnya yg dapat MBG uang jajannya saja mgk lebih dari itu per harinya.,allah guru rb iya ribu rupiah itu potong bpjs sisa rb tarik atm murid mbg uang jajan mgk lebih per hari,0,netral
@menbrrr Jabatan beliau di pemerintahan yang berhubungan dengan MBG apa? Kenapa beliau bicara seolah-olah karena adik kandung presiden lantas punya hak untuk jadi juru bicara pemerintah?,jabat beliau perintah hubung mbg apa beliau bicara olah adik kandung presiden lantas punya hak jadi juru bicara perintah,0,netral
Dengan Adanya Program MBG Menjadi Kendala Tidak Focus Belajar https://t.co/NDOcXn6Cua,ada program mbg jadi kendala focus ajar,0,netral
@menbrrr Mustahil buat diberhentikan emang karna ini adalah salah satu senjata utama mereka untuk bisa 2 periode. Kalo dihentikan mitra&amp;relawan sppg bisa jadi ngga bakalan mau ngedukung mereka di 2030 blm lagi para orang tua murid yg merasa bahwa mbg ini bermanfaat,mustahil buat henti emang salah satu senjata utama periode kalo henti mitra rawan sppg jadi bakal mau ngedukung orang tua murid rasa mbg manfaat,-1,negatif
@LambeSahamjja Masyarakat yg tidak mendukung program MBA itu mungkin okb tapi bagi masyarakat yg di kampung dan di desa di pinggir kota. program itu sangat meringankan beban hidup mereka. Saya sangat mendukung program MBG .,masyarakat dukung program mba mungkin okb masyarakat kampung desa pinggir kota program sangat ringan beban hidup sangat dukung program mbg,-1,negatif
kataku mah kalo ngotot pengen ngadain mbg sekalian buatin mbg buat kucing juga dah,kata kalo ngotot ken ngadain mbg sekali buatin mbg buat kucing,-1,negatif
@ardisatriawan Menurut apa yg ada di google MBG meningkatkan kecerdasan tapi sayang biaya kuliah sekarang mahal lebih baik uang MBG untuk sekolah sampai kuliah dan kesehatan 100% gratis (tanpa iuran).,apa google mbg tingkat cerdas sayang biaya kuliah sekarang mahal lebih baik uang mbg sekolah kuliah sehat gratis iur,-1,negatif
@hotgirlszzzz Km punya dapur mbg iyh,kamu punya dapur mbg iyh,0,netral
@LambeSahamjja Timpuk kan pake MBG basi,timpuk kan pake mbg basi,-1,negatif
@WongAlasRoban @creeping5ilence Jangan2 bukan sekedar dapur MBG Sembunyiin narkoba atau prostitusi ilegal,jangan bukan dar dapur mbg sembunyiin narkoba prostitusi ilegal,-1,negatif
@TaliUdeng Alhamdulillah makin setuju mbg dibubarin,alhamdulillah makin tuju mbg dibubarin,1,positif
Soal MBG setidaknya saya pernah menulis 2 artikel sebagai argumen untuk menguji pernyataan pemerintah dan kelompok pendukungnya soal MBG ini Yang pertama soal isu anggaran pendidikan dan yang kedua soal MBG adalah perwujudan nyata dari pelaksanaan pasal 33 UUD 1945,soal mbg pernah tulis artikel argumen uji nyata perintah kelompok dukung soal mbg pertama soal isu anggar didik dua soal mbg wujud nyata laksana pasal uud,0,netral
MBG hari ini. (Masakan Bini Gue) https://t.co/3mNoEi0n09,mbg hari masakan bini,0,netral
@_riverheaven @Naandaa27 Kasih MBG aja,kasih mbg,1,positif
Buntut Korupsi MBG Kejagung Bakal Periksa Seluruh Pengadaan di BGN https://t.co/Wkws2goMgI.,buntut korupsi mbg jagung bakal periksa seluruh ada bgn,0,netral
Pejabat Takut Pertanyaan Kritis? Dicecar Mahasiswa UGM Sampai Kejar-Kejaran Wamentan Tegaskan Gak Lari! Forum diskusi yang menghadirkan Kepala Badan Percepatan Pengentasan Kemiskinan Budiman Sudjatmiko Menteri ATR/BPN Nusron Wahid dan Wakil Menteri Pertanian Sudaryono di https://t.co/X3Kbkf58MN,jabat takut tanya kritis cecar mahasiswa ugm kejar kejar wamentan tegas lari forum diskusi hadir kepala badan cepat entas miskin budiman sudjatmiko menteri atr bpn nusron wahid wakil menteri tani sudaryono,0,netral
@denni_sauya Swasembada energi 70T itu bawa perusahaan gak? Dulu proyek Gas melon perusahaan siapa itu Coba diintip ada gak udang di balik bakwan ingat pepatah Gak ada makan siang gratis kecuali MBG,swasembada energi t bawa usaha dulu proyek gas melon usaha siapa coba intip udang balik bakwan ingat pepatah makan siang gratis mbg,0,netral
@Hilmi28 Dewan udah setuju... batalkan MBG,dewan tuju batal mbg,-1,negatif
Wakil Presiden Gibran Rakabuming Raka menerima 15 perwakilan mahasiswa di Istana Wakil Presiden Jakarta Senin (15/6/2026). Pertemuan tersebut digelar setelah mahasiswa menyampaikan aspirasi mereka terkait sejumlah isu nasional mulai dari program Makan Bergizi Gratis (MBG) https://t.co/mvPELfsMQ9,wakil presiden gibran rakabuming raka terima wakil mahasiswa istana wakil presiden jakarta senin temu sebut gelar mahasiswa sampai aspirasi kait jumlah isu nasional mulai program makan gizi gratis mbg,0,netral
Ketua DPRD Kota Malang Amithya Ratnanggani Sirraduhita bersama Sekretaris DPC Partai Gerindra Kota Malang Rimza MENDESAK agar: program Makan Bergizi Gratis (MBG) dan Koperasi Merah Putih di Kota Malang DIHENTIKAN Hal tsb disampaikan menanggapi tuntutan mahasiswa,ketua dprd kota malang amithya ratnanggani sirraduhita sama sekretaris dpc partai gerindra kota malang rimza desak program makan gizi gratis mbg koperasi merah putih kota malang henti tsb sampai tanggap tuntut mahasiswa,0,netral
@Hidupsebagai62 justru karena kelakuan PEMBOROSAN FISKAL masa JOKOWI maka pemerintah sekarang dipaksa untuk rasionalisasi kebijakan yg butuh fiskal secara berlebihan. program MBG n KOPDES yg kelihatan anggaran besar pun bukan berasal dari surplus anggaran tapi realokasi anggaran.,justru laku boros fiskal masa jokowi perintah sekarang paksa rasionalisasi bijak butuh fiskal lebih program mbg n kopdes lihat anggar besar bukan asal surplus anggar realokasi anggar,-1,negatif
@ardisatriawan Satu hari jalan2 = satu hari mbg. Nambah lagi aja satuan kita dalam ngitung duit keluar.,satu hari jalan satu hari mbg nambah satu ngitung duit keluar,-1,negatif
@menbrrr Program MBG kan terus berlanjut walau langit runtuh Hidup Jokowi.. https://t.co/b6DsMOk3Fz,program mbg kan terus lanjut langit runtuh hidup jokowi,-1,negatif
Mitra MBG di Kecamatan Losari Brebes sukses mengurai hingga 2 ton sampah organik per hari melalui budidaya magot. Langkah inovatif ini menjadi solusi efektif dalam menangani sisa makanan program secara produktif dan ramah lingkungan. https://t.co/wFzeSkJ29D,mitra mbg camat losari brebes sukses urai hingga ton sampah organik per hari lalu budidaya magot langkah inovatif jadi solusi efektif tangan sisa makan program produktif ramah lingkung,0,netral
HAPUS AJA MBG NI,hapus mbg ni,0,netral
@satirnesia Rencananya cuma ada di MBG apa gmna siapa sih yg milih,rencana cuma mbg apa gmna siapa milih,-1,negatif
Yang bikin my mbg ovt @bluersll maju loe semua!!,bikin my mbg ovt maju kamu semua,0,netral
@PakKarti Dari awal jg gwe kaga setuju MBG.....ga perlu pake ngancam segala skrg pun klo perlu mending mundur sj dri kursi presiden mending ganti sama Bang Haji Anies Rasyid Baswedan...,awal gwe kaga tuju mbg perlu pake ngancam segala sekarang kalau perlu mending mundur sj dri kursi presiden mending ganti sama bang haji anies rasyid baswedan,-1,negatif
wkwkw ini mimpi basah kita kalau anggaran MBG digunakan dengan baik dan merata,wkwkw mimpi basah kalau anggar mbg guna baik rata,0,netral
@fiif_ardani @officialMKRI Inkonstitusional meski bersyarat itu terkait penggunaan untuk MBG. Artinya kalau diterima anggaran pendidikan dilarang untuk MBG. Ngga bisa mengada-ada pake aturan atau nama baru. Mending dibaca aja dulu tuntutannya.,inkonstitusional meski syarat kait guna mbg arti kalau terima anggar didik larang mbg ada pake atur nama baru mending baca dulu tuntut,-1,negatif
apaan dah dri dulu kaga ada mbg juga tetep idup,apa dri dulu kaga mbg tetep idup,0,netral
@encesutisna Berdempetan dg perumahan sy di Surabaya ada SPPG megah ngkap dg armada2 baru Aneh pdhal itu wilayah mapan (maaf) Saya ini pendukung militan MBG tapi melihat ini terus terang justru merasakan kurang adil sebab masih banyak desa2 miskin di daerah terutama 3 T terabaikan,dempet dg rumah surabaya sppg megah ngkap dg armada baru aneh pdhal wilayah mapan maaf dukung militan mbg lihat terus terang justru rasa kurang adil banyak desa miskin daerah utama t abai,-1,negatif
@myshawti emg bnr MBG tuh proyek buat 2 periode,emg bnr mbg proyek buat periode,0,netral
Penyaluran MBG di Petuk Katimpun memprioritaskan kategori 3B dari Posyandu Bunga Tanjung dan Melati. Kelompok ini mencakup ibu hamil ibu menyusui dengan bayi hingga 12 bulan serta anak usia 6 bulan sampai 5 tahun non-PAUD yang rawan masalah gizi. https://t.co/TNTNsI7Zum,salur mbg petuk katimpun prioritas kategori b posyandu bunga tanjung melati kelompok cakup ibu hamil ibu susu bayi hingga bulan anak usia bulan tahun non paud rawan masalah gizi,0,netral
@BANGSAygSUJUD Vidio yang ada sebar itu dari daerah 3T? Yakin beneran? Kalau kebutuhanyan seragam sepatu kan mending uangnya MBG buat beliin seragam ya kan. Trus makannya gmna? jaman jokowi gak ada MBG. Mau ngomong jokowi gagal ngurus pendidikan.,vidio sebar daerah t yakin beneran kalau kebutuhanyan seragam sepatu kan mending uang mbg buat beliin seragam kan terus makan gmna jaman jokowi mbg mau ngomong jokowi gagal ngurus didik,-1,negatif
Woi mubazir! MBG Depok nggak dimakan. Rasanya kurang enak. Duit negara kebuang. #MBG,woi mubazir mbg depok makan rasa kurang enak duit negara buang,-1,negatif
Dan yang masih pro sama anggaran ini bodoh sih. Gw mau nanya sisi positifnya dari program ini apa? Yg ada malah negatif semua mulai dari: - Kasus korupsi - Kasus keracunan makanan - Kandungan Gizi dri MBG gk ada yg bener - Anggaran dihamburin percuma - Bayar buzzer yg gak jelas,pro sama anggar bodoh mau nanya sisi positif program apa malah negatif semua mulai kasus korupsi kasus racun makan kandung gizi dri mbg benar anggar dihamburin percuma bayar buzzer jelas,-1,negatif
@yakurss_ @riefkinn @kudadudukk @dipaadi yg di stop tuh MBG!! kalo gini2an mah gausah lah.,stop mbg kalo gin an gausah,-1,negatif
MBG dibela → wajar Bensin naik dibela → masih diterima 10+6=17 dibela pake numerologi → ??? Yang dulu paling vokal ngehina ANGIN GAK PUNYA KTP sekarang bela 10+6=17 pake numerologi. Kenapa dulu gakbisa mikir pake nalar ini? Logika cuma dipake kapan nyaman aja ya? ‍↕️,mbg bela wajar bensin naik bela terima bela pake numerologi dulu paling vokal ngehina angin punya ktp sekarang bela pake numerologi dulu gakbisa mikir pake nalar logika cuma dipake kapan nyaman,-1,negatif
Setelah Seminggu Dapur MBG libur,minggu dapur mbg libur,0,netral
@99propaganda Targetnya Presiden 15ribu terus apa yg mau dibanggakan udah jelas MBG dan KDMP itu bermasalah tetap aja dilanjutkan itu namanya oon,target presiden ribu terus apa mau bangga jelas mbg kdmp masalah tetap lanjut nama oon,-1,negatif
@felluvv JSJAKWKAKWWKWKWKKW JADI SUPOR MBG,jsjakwkakwwkwkwkkw jadi supor mbg,0,netral
Menu MBG hari ini dirancang lengkap dan seimbang: nasi putih sapi lada hitam tempe mendoan mix veggie dan semangka segar. Langkah nyata pemerintah dalam memenuhi kebutuhan kalori dan protein harian generasi penerus bangsa. https://t.co/3C7B5Dd97o,menu mbg hari rancang lengkap imbang nasi putih sapi lada hitam tempe mendoan mix veggie semangka segar langkah nyata perintah penuh butuh kalori protein hari generasi terus bangsa,1,positif
@VIVAcoid Sampai kapanpun MBG akan menjadi polemik mirip putusan 90 MK. Jika hal2 brokut tao dirombak: 1. Pembiayaan. mayoritas dari dana pendidikan. 2. Pengistimewaan Minim tindakan hukum 3. Pengelolaan Bnyk politisi &amp; petinggi negara terlibat pengelolaan shg abuse of power. 4. Sasaran,kapan mbg jadi polemik mirip putus mk brokut tao rombak biaya mayoritas dana didik istimewa minim tindak hukum kelola bnyk politis petinggi negara libat kelola shg abuse of power sasar,-1,negatif
MBG Watch Menilai Program Makan Bergizi Gratis Perlu Diaudit Investigatif https://t.co/NSTTyKlpX3,mbg watch nilai program makan gizi gratis perlu audit investigatif,0,netral
Kawal bareng program MBG dengan semangat antihoaks dan tata kelola yang makin baik lewat #LanjutkanMBG https://t.co/Q2J2zLy0sd,kawal bareng program mbg semangat antihoaks tata kelola makin baik lewat,0,netral
Km bela rezim karna kerja di mbg kan? WKWKWKWKKW,kamu bela rezim kerja mbg kan wkwkwkwkkw,-1,negatif
MBG bikin anak lebih semangat belajar lebih fokus di kelas dan lebih sehat. Jangan hapus harapan mereka perbaiki dan teruskan programnya. https://t.co/4kxbIMFPmf,mbg bikin anak lebih semangat ajar lebih fokus kelas lebih sehat jangan hapus harap baik terus program,-1,negatif
@txtdrimedia Mana tuh yg ngomong 43 juta guru yg dukung mbg? Sekelas pemerintah ngomongnya ngasal bgt ga pernah bisa dipertanggungjawabkan,mana ngomong juta guru dukung mbg kelas perintah ngomongnya ngasal banget pernah dipertanggungjawabkan,-1,negatif
@mukaikhlas Ini MBG di Texas ...,mbg texas,0,netral
AKU HARUS APA BIAR BISA DENGER INI LANGSUNG??? MENGHENTIKAN MBG??? MENURUNKAN NILAI TUKAR DOLLAR??? MENGGULINGKAN REZIM??? https://t.co/JkPTvAvmEG,aku apa biar denger langsung henti mbg turun nilai tukar dollar guling rezim,-1,negatif
MBG Makanan Basi Gratsi,mbg makan basi gratsi,0,netral
BGN Disarankan Setop Sementara Program MBG Selama 30 Hari untuk Perbaiki Tata Kelola https://t.co/5BJfBt22Jw,bgn saran setop program mbg lama hari baik tata kelola,0,netral
@menbrrr jls mrk takut...MBG stop..bkl byk keluarga pejabat yg kelaparan dan jatuh miskin...mkanya mrk ngotot MBG jln trs...yakin dah org ini jg punya dapur MBG...,jls mrk takut mbg stop bkl byk keluarga jabat lapar jatuh miskin mkanya mrk ngotot mbg jln terus yakin orang punya dapur mbg,-1,negatif
 MBG &amp; BBM jadi issue menarik dimedia sosial https://t.co/4Fq1dXxmgi,mbg bbm jadi issue tarik media sosial,0,netral
@dimarsasongko98 MBG yg gak jelas gizi dan manfaatnya bagi masyarakat negara sanggup utk menggratiskannnya. Dan juga gak ada tuh demo para orang tua agar anak2nya dikasi makan siang gratis. Ini negara mmg aneh dlm memberi subsidi dan membelanjakan uangnya.,mbg jelas gizi manfaat masyarakat negara sanggup menggratiskannnya demo orang tua anak kasi makan siang gratis negara mmg aneh beri subsidi belanja uang,-1,negatif
@xquitavee Lah emang mahasiswa gak boleh kaya? Gua sbgi rakyat merasa terwakili memang nyata pemerintah buang2 duit anggaran buat MBG dan KDMP,emang mahasiswa kaya gua sbgi rakyat rasa wakil memang nyata perintah buang duit anggar buat mbg kdmp,-1,negatif
Udah di tahap pengen banget berkicau masalah mbg yang di demo mahasiswa. Tapi milih diem ajah dah daripada masuk penjara atau kenapa kenapa.,tahap ken banget kicau masalah mbg demo mahasiswa milih diem ajah masuk penjara,-1,negatif
@llANJEONG Awas ya besok cekulan mbg aja dah gausa minta mamah,awas besok cekulan mbg gausa minta mamah,-1,negatif
@YeoLeea_ Ya gimana lagi kan mereka bisa ambil jatah dari MBG,gimana kan ambil jatah mbg,-1,negatif
Badan Gizi Nasional memanfaatkan momen libur sekolah untuk menghentikan sementara penyaluran MBG. Langkah ini diambil demi mengevaluasi dan memperbaiki tata kelola serta standarisasi seluruh dapur SPPG Nasional secara menyeluruh. https://t.co/kAdcv2fWn9,badan gizi nasional manfaat momen libur sekolah henti salur mbg langkah ambil evaluasi baik tata kelola standar seluruh dapur sppg nasional seluruh,0,netral
@txtdrimedia Dari dulu kali bu. Di sini sekolah swasta yang isinya orkay2 juga menolak MBG dari awal. Masih lebih mahal harga pakan anjingku daripada MBG kata mereka.,dulu kali bu sini sekolah swasta isi orkay tolak mbg awal lebih mahal harga pakan anjing mbg kata,-1,negatif
@mulanbilqis Rapat bahas anggaran MBG kok tertutup Wartawan &amp; rakyat wajib tahu krn anggaran MBG dari duit pajak rakyat,rapat bahas anggar mbg kok tutup wartawan rakyat wajib tahu anggar mbg duit pajak rakyat,-1,negatif
@ketupatpadang11 Muka mas mas mbg itu kaa?,muka mas mas mbg kaa,0,netral
Teddy Gusnaidi: Tiyo Ardianto Bisanya Cuma Memaki dan Membuat Kepanjangan MBG https://t.co/qp409Vmu0f,teddy gusnaidi tiyo ardianto bisa cuma maki buat panjang mbg,0,netral
makan masakan gua lahh gua bawain bekellllll kalo gak yaa beli di kantin lagaknya kek bakal mati aja kalo gak makan mbg,makan masakan gua lahh gua bawain bekellllll kalo yaa beli kantin lagak bakal mati kalo makan mbg,-1,negatif
@xquitavee mbg hanya cara legal mengumpulkan pundi pundi .gizi apa yg di dapat dgn uang 9k,mbg cara legal kumpul pundi pundi gizi apa uang k,0,netral
@doktersebelah Justru MBG adalah program yg rahmatan lil alamin Kalau terjadi korupsi GEBUK pelakunya sebab itu kejahatan kemanusiaan MBG tetap jalan tepat sasaran tepat pola pelaksanaannya Jangan ada monopoli yayasan seperti sebelumnya reset ulang tata lagi prioritas desa2 miskin 3T,justru mbg program rahmat lil alamin kalau jadi korupsi gebuk laku jahat manusia mbg tetap jalan tepat sasar tepat pola laksana jangan monopoli yayasan belum reset ulang tata prioritas desa miskin t,-1,negatif
Mungkin maksudnya MBG tidak bisa bubar karena banyak yang belum balik modal ,mungkin maksud mbg bubar banyak balik modal,-1,negatif
@oyultangerang efek mbg,efek mbg,0,netral
@hanifproduktif Haduh pak...klo aja gmn pak ga jadi presiden ya? Sekalian mbg dibubarin ,haduh pak kalau gmn pak jadi presiden sekali mbg dibubarin,-1,negatif
Baca Selengkapnya: https://t.co/BfAKhhbDa9 Wakil Kepala Badan Gizi Nasional (BGN) Agustina Arumsari mengatakan pihaknya akan mengaudit seluruh dapur Makan Bergizi Gratis (MBG) selama masa libur sekolah. Langkah tersebut dilakukan bersamaan dengan penghentian sementara penyaluran https://t.co/MUaR6cSNs2,baca lengkap wakil kepala badan gizi nasional bgn agustina arumsari kata pihak audit seluruh dapur makan gizi gratis mbg lama masa libur sekolah langkah sebut laku sama henti salur,0,netral
Siswa kurang mampu mendapatkan MBG sementara anak yang mampu tidak. Mau ke mana? Makan MBG. Oh miskin lu? Nunggu momen MBG jadi bahan bercandaan karena jadi penegas strata sosial di sekolah. Hha~ ,siswa kurang mampu dapat mbg anak mampu mau mana makan mbg miskin kamu nunggu momen mbg jadi bahan canda jadi tegas strata sosial sekolah hha,-1,negatif
Sebanyak 152 warga di Petuk Katimpun Palangka Raya kini menerima manfaat Makan Bergizi Gratis setiap hari Senin sampai Sabtu. Program ini menyasar kelompok rentan guna memastikan pemenuhan gizi masyarakat yang optimal sejak dini dari dapur SPPG. https://t.co/FOV3c5ESLn,banyak warga petuk katimpun palangka raya kini terima manfaat makan gizi gratis hari senin sabtu program sasar kelompok rentan pasti penuh gizi masyarakat optimal sejak dini dapur sppg,1,positif
@ardisatriawan inilah kenapa MBG ini perlu diperbaiki kalau yang tidak membutuhkan ya jangan di kasih kasih MBG ini ke yang membutuhkan kan bisa jadi anggaran per porsinya ditambah sehingga gizi yang diterimanya sesuai,ini mbg perlu baik kalau butuh jangan kasih kasih mbg butuh kan jadi anggar per porsi tambah gizi terima sesuai,-1,negatif
muka nya kyk udh dapet jatah 6 tempat mbg,muka dapet jatah tempat mbg,0,netral
Menurut kalian kalo menu MBG seperti ini tapi tetep ada korupsi didalam nya masih terima gak? Masih harus dihentikan gak?,kalian kalo menu mbg tetep korupsi dalam terima henti,-1,negatif
tugas @MajelisUlamaID @cholilnafis bukan nih? koq malah ngurusin mbg sementara umat sudah pada melenceng dari Islam (Allah dan Rasul) susah mang kalo ulama merapat ke umaro krn berharap jabatan dunia (komisaris dll) tdk ikhlas tuk Islam,tugas bukan koq malah ngurusin mbg umat lenceng islam allah rasul susah mang kalo ulama rapat umaro harap jabat dunia komisaris ikhlas tuk islam,-1,negatif
@txtharihariWNI CEO mbg trauma KK Wkwkwkwkk,ceo mbg trauma kk wkwkwkwkk,0,netral
